,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
instagrammer,0.0,0.0,0.0,0.0,,,,,,,2021b
intellect,0.0,1.0,0.0,0.375,0.0,1.0,-0.44,0.0,6.82,,2021b
intellectual,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83,,,2021b
intelligent,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.74,,8.0,2021b
interested,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.945,,,2021b
interesting,0.0,1.0,0.0,0.125,,,0.0,0.084,,,2021b
international,0.0,0.0,0.0,0.0,,,,,,,2021b
internet,0.0,0.0,0.0,0.0,,,,,,,2021b
internet_user,0.0,0.0,0.0,0.0,,,,,,,2021b
intriguing,0.0,0.0,0.0,0.25,,,0.0,0.084,,7.23,2021b
introvert,0.0,0.0,0.0,0.0,,,-0.66,0.0,,,2021b
intuitive,0.0,0.0,0.0,0.0,,,-0.32,0.0,,,2021b
investigator,0.0,0.0,0.0,1.0,,,-0.83,0.0,,,2021b
investor,0.0,0.0,0.0,0.0,,,0.0,0.445,,,2021b
jerk,1.0,0.0,0.0,0.125,1.0,0.0,-0.83,0.0,,1.25,2021b
jock,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
joyful,0.0,1.0,0.625,0.125,0.0,1.0,0.0,0.819,8.22,8.15,2021b
junkie,0.0,0.0,0.0,0.0,,,-0.06,0.0,,,2021b
junky,0.0,0.0,0.0,0.0,,,,,,1.44,2021b
kid,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
kind,0.0,1.0,0.0,0.0,0.0,1.0,,,7.59,,2021b
knowledgable,0.0,0.0,0.0,0.0,,,0.0,0.254,,,2021b
knowledge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,7.58,,2021b
knowledgeable,0.0,0.0,0.0,0.25,,,0.0,0.254,,7.71,2021b
known,0.0,0.0,0.0,0.0,,,,,,,2021b
lacking,0.0,0.0,0.0,0.125,,,-0.94,0.0,,2.68,2021b
laidback,0.0,1.0,0.0,0.0,,,0.0,0.887,,5.68,2021b
lame,1.0,0.0,0.0,0.0,1.0,0.0,-0.88,0.0,,1.59,2021b
large,0.0,0.0,0.0,0.0,,,0.0,0.835,,,2021b
lawyer,0.0,0.0,0.0,0.0,,,,,,,2021b
lazy,1.0,0.0,0.0,0.0,1.0,0.0,-0.82,0.0,4.38,,2021b
leader,0.0,0.0,0.0,0.0,,,-0.9,0.0,7.63,,2021b
learner,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.448,,,2021b
legend,0.0,0.0,0.0,0.0,,,0.0,0.9,6.39,,2021b
liberal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.907,,,2021b
life,0.0,0.0,0.0,0.0,,,,,7.27,,2021b
lighthearted,0.0,0.0,0.0,0.625,,,0.0,0.895,,6.29,2021b
likable,0.0,0.0,0.375,0.125,0.0,1.0,0.0,0.77,,,2021b
like,0.0,0.0,0.0,0.125,0.0,1.0,,,,,2021b
likeable,0.0,1.0,0.375,0.125,,,0.0,0.293,,,2021b
limited,0.0,0.0,0.0,0.0,,,,,,,2021b
lively,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.27,7.2,7.16,2021b
logical,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.823,,,2021b
loner,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2021b
looker,0.0,0.0,0.0,0.25,,,0.0,0.849,,,2021b
looking,0.0,0.0,0.0,0.125,,,,,,,2021b
loser,1.0,0.0,0.375,0.0,1.0,0.0,-0.12,0.0,2.25,0.86,2021b
loud,0.0,0.0,0.125,0.375,,,-0.64,0.0,,,2021b
lovable,0.0,0.0,0.0,0.625,,,0.0,0.9,,8.0,2021b
love,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.83,8.72,8.27,2021b
loved,0.0,1.0,0.0,0.5,,,0.0,0.109,8.64,8.12,2021b
lovely,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.311,,7.92,2021b
lover,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2021b
loving,0.0,1.0,0.0,0.5,,,0.0,0.287,,7.88,2021b
low,1.0,0.0,0.0,0.0,1.0,0.0,-0.79,0.0,,,2021b
low_class,0.0,0.0,0.0,0.0,,,,,,,2021b
low_income,0.0,0.0,0.0,0.0,,,-0.91,0.0,,,2021b
lower_class,0.0,0.0,0.0,0.0,,,,,,,2021b
loyal,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.907,7.55,,2021b
loyalist,0.0,0.0,0.0,0.0,,,-0.15,0.0,,,2021b
lucky,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.9,8.17,,2021b
mainstream,0.0,0.0,0.0,0.0,,,,,,,2021b
male,0.0,0.0,0.0,0.0,,,,,,,2021b
man,0.0,0.0,0.0,0.0,,,,,6.73,,2021b
manager,0.0,0.0,0.0,0.0,,,,,,,2021b
manly,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.746,,,2021b
marketer,0.0,0.0,0.0,0.0,,,,,,,2021b
married,0.0,0.0,0.0,0.0,,,0.0,0.116,,,2021b
masculine,0.0,0.0,0.0,0.0,,,0.0,0.094,,,2021b
materialistic,0.0,0.0,0.125,0.5,,,0.0,0.764,,,2021b
mature,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,6.63,2021b
maverick,0.0,0.0,0.0,0.0,,,0.0,0.119,,,2021b
mean,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.24,2021b
mechanic,0.0,0.0,0.0,0.0,,,0.0,0.803,,,2021b
medium,0.0,0.0,0.0,0.0,,,0.0,0.171,,,2021b
mellow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.928,,6.33,2021b
member,0.0,0.0,0.0,0.0,,,,,,,2021b
men,0.0,0.0,0.0,0.0,,,,,,,2021b
middle,0.0,0.0,0.0,0.0,,,,,,,2021b
middle_age,0.0,0.0,0.0,0.375,,,,,,,2021b
middle_aged,0.0,0.0,0.0,0.0,,,,,,,2021b
middle_class,0.0,0.0,0.0,0.0,,,,,,,2021b
midwestern,0.0,0.0,0.0,0.0,,,,,,,2021b
midwesterner,0.0,0.0,0.0,0.0,,,-0.09,0.0,,,2021b
millennial,0.0,0.0,0.0,0.0,,,,,,,2021b
minded,0.0,0.0,0.5,0.0,,,,,,,2021b
mindful,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.286,,,2021b
minimalist,0.0,0.0,0.0,0.0,,,-0.35,0.0,,,2021b
minority,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
mobile,0.0,0.0,0.0,0.0,,,,,,,2021b
model,0.0,0.0,0.0,0.0,,,0.0,0.818,,,2021b
moderately,0.0,0.0,0.25,0.125,,,,,,,2021b
modern,0.0,0.0,0.0,0.0,,,0.0,0.894,,,2021b
modernist,0.0,0.0,0.0,0.0,,,0.0,0.255,,,2021b
mom,0.0,0.0,0.0,0.875,,,,,,,2021b
money,0.0,0.0,0.0,0.0,,,0.0,0.065,7.59,,2021b
moneymaker,0.0,0.0,0.0,0.0,,,,,,,2021b
moral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.809,6.2,,2021b
moron,1.0,0.0,0.125,0.0,,,-0.88,0.0,,0.9,2021b
mother,0.0,0.0,0.0,0.0,,,,,8.39,,2021b
motivated,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
mover,0.0,0.0,0.0,0.0,,,,,,,2021b
moving,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
music,0.0,0.0,0.0,0.0,,,,,8.13,,2021b
musician,0.0,0.0,0.0,0.0,,,0.0,0.004,,,2021b
naive,0.0,0.0,0.125,0.625,1.0,0.0,-0.82,0.0,,2.82,2021b
nature,0.0,0.0,0.0,0.5,,,0.0,0.83,7.65,,2021b
neat,0.0,1.0,0.375,0.5,0.0,1.0,0.0,0.164,,6.39,2021b
need,0.0,0.0,0.125,0.125,1.0,0.0,,,,,2021b
needing,0.0,0.0,0.25,0.25,,,,,,,2021b
needy,1.0,0.0,0.0,0.0,1.0,0.0,-0.24,0.0,,,2021b
neighbor,0.0,0.0,0.0,0.0,,,,,,,2021b
nerd,1.0,0.0,0.5,0.0,,,0.0,0.9,,,2021b
nerdy,1.0,0.0,0.0,0.0,,,,,,,2021b
new,0.0,0.0,0.0,0.375,,,0.0,0.9,,,2021b
nice,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.123,6.55,7.76,2021b
nonconformist,0.0,0.0,0.625,0.0,,,,,,,2021b
normal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
normie,0.0,0.0,0.0,0.0,,,,,,,2021b
northerner,0.0,0.0,0.0,0.0,,,-0.14,0.0,,,2021b
nostalgic,0.0,0.0,0.75,0.0,,,-0.12,0.0,,5.52,2021b
novice,0.0,0.0,0.0,0.0,1.0,0.0,-0.81,0.0,,,2021b
nurse,0.0,0.0,0.0,0.0,0.0,1.0,,,6.08,,2021b
obese,0.0,0.0,0.25,0.25,,,-0.97,0.0,,,2021b
oblivious,0.0,0.0,0.25,0.125,,,,,,,2021b
observant,0.0,0.0,0.0,0.5,,,0.0,0.974,,,2021b
odd,0.0,0.0,0.375,0.5,1.0,0.0,-0.2,0.0,4.82,,2021b
office_worker,0.0,0.0,0.0,0.0,,,,,,,2021b
old,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021b
old_fashioned,0.0,0.0,0.0,0.0,,,0.0,0.826,,,2021b
old_school,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
older,0.0,0.0,0.0,0.5,,,0.0,0.259,,,2021b
online,0.0,0.0,0.0,0.0,,,,,,,2021b
open,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
openminded,0.0,1.0,0.0,0.0,,,,,,,2021b
opinionated,0.0,0.0,0.25,0.25,1.0,0.0,-0.86,0.0,,,2021b
opportunistic,0.0,1.0,0.0,0.125,,,-0.45,0.0,,,2021b
optimist,0.0,0.0,0.0,0.0,,,0.0,0.85,,,2021b
optimistic,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.346,,,2021b
ordinary,0.0,0.0,0.0,0.0,,,-0.93,0.0,,,2021b
organized,0.0,0.0,0.0,0.0,,,0.0,0.166,,7.09,2021b
organizer,0.0,0.0,0.0,0.0,,,,,,,2021b
oriented,0.0,0.0,0.0,0.0,,,,,,,2021b
original,0.0,1.0,0.0,0.0,,,0.0,0.446,,,2021b
outdated,0.0,0.0,0.75,0.0,,,-0.44,0.0,,2.76,2021b
outdoors,0.0,0.0,0.0,0.0,,,,,7.47,,2021b
outdoorsman,0.0,0.0,0.0,0.0,,,0.0,0.772,,,2021b
outdoorsy,0.0,0.0,0.0,0.375,,,0.0,0.906,,,2021b
outgoing,0.0,1.0,0.125,0.0,0.0,1.0,-0.9,0.0,,,2021b
outsider,0.0,0.0,0.625,0.0,1.0,0.0,-0.02,0.0,,,2021b
outspoken,0.0,0.0,0.25,0.125,,,0.0,0.712,,,2021b
overachiever,0.0,0.0,0.0,0.5,,,0.0,0.833,,,2021b
overweight,0.0,0.0,0.0,0.0,,,-0.45,0.0,,2.21,2021b
owner,0.0,0.0,0.0,0.0,,,,,,,2021b
parent,0.0,0.0,0.0,0.0,,,,,,,2021b
particular,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.257,,,2021b
partier,0.0,1.0,0.0,0.0,,,,,,,2021b
party,0.0,1.0,0.0,0.0,,,0.0,0.45,7.86,,2021b
partygoer,0.0,1.0,0.0,0.0,,,-0.96,0.0,,,2021b
passionate,0.0,1.0,0.375,0.375,0.0,1.0,0.0,0.338,,7.5,2021b
patient,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.921,5.29,7.22,2021b
patriot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.066,6.71,,2021b
patriotic,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.072,,,2021b
peaceful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.194,,7.84,2021b
pedestrian,0.0,0.0,0.0,0.0,,,-0.88,0.0,,,2021b
penny_pincher,0.0,0.0,0.0,0.375,,,,,,,2021b
people,0.0,0.0,0.0,0.0,,,,,7.33,,2021b
peppy,0.0,0.0,0.0,0.375,,,0.0,0.27,,6.32,2021b
pepsi,0.0,0.0,0.0,0.0,,,-0.84,0.0,,,2021b
perfect,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.867,,8.21,2021b
perfectionist,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.829,,,2021b
performer,0.0,0.0,0.0,0.0,,,,,,,2021b
perky,0.0,0.0,0.25,0.5,,,,,,,2021b
persistent,0.0,0.0,0.125,0.0,,,-0.9,0.0,,,2021b
personable,0.0,0.0,0.0,0.625,,,0.0,0.764,,6.82,2021b
personality,0.0,0.0,0.125,0.0,,,-0.66,0.0,,,2021b
phone,0.0,0.0,0.0,0.0,,,,,,,2021b
phony,1.0,0.0,0.0,0.0,,,-0.34,0.0,,1.28,2021b
photographer,0.0,0.0,0.0,0.0,,,0.0,0.037,,,2021b
picky,0.0,0.0,0.125,0.125,,,,,,,2021b
plain,0.0,0.0,0.0,0.0,0.0,1.0,-0.81,0.0,4.39,,2021b
planner,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
player,0.0,0.0,0.0,0.0,,,,,,,2021b
playful,0.0,1.0,0.375,0.625,0.0,1.0,0.0,0.198,,7.08,2021b
pleasant,0.0,1.0,0.125,0.625,0.0,1.0,0.0,0.784,,7.29,2021b
polite,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.283,,,2021b
politician,0.0,0.0,0.0,0.0,,,,,,,2021b
poor,1.0,0.0,0.0,0.0,1.0,0.0,-0.38,0.0,,1.67,2021b
popular,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.728,,7.04,2021b
positive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.346,,,2021b
powerful,0.0,0.0,0.0,0.25,,,0.0,0.9,6.84,6.93,2021b
practical,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.17,,6.35,2021b
predictable,0.0,0.0,0.0,0.0,,,-0.64,0.0,,4.26,2021b
prep,0.0,0.0,0.0,0.0,,,,,,,2021b
prepared,0.0,0.0,0.0,0.0,,,,,,,2021b
prestigious,0.0,0.0,0.0,0.75,,,0.0,0.333,,,2021b
pretentious,0.0,0.0,0.125,0.375,1.0,0.0,-0.81,0.0,,1.79,2021b
pretty,0.0,1.0,0.125,0.875,0.0,1.0,,,7.75,,2021b
privileged,0.0,1.0,0.0,0.125,0.0,1.0,,,,,2021b
pro,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
proactive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.736,,,2021b
product,0.0,0.0,0.0,0.0,,,,,,,2021b
productive,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.845,,,2021b
professional,0.0,0.0,0.0,0.0,,,-0.2,0.0,,7.3,2021b
professor,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
progressive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.907,,7.3,2021b
proud,0.0,1.0,0.25,0.375,0.0,1.0,0.0,0.45,8.03,6.52,2021b
prudent,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.17,,,2021b
quality,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.846,6.25,,2021b
questioning,0.0,0.0,0.0,0.0,,,-0.18,0.0,,,2021b
quick,0.0,0.0,0.0,0.0,,,0.0,0.145,6.64,6.12,2021b
quiet,0.0,0.0,0.0,0.0,,,0.0,0.797,5.58,5.6,2021b
rapper,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021b
ready,0.0,1.0,0.25,0.0,,,0.0,0.9,,,2021b
real,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
reasonable,0.0,0.0,0.0,0.5,0.0,1.0,-0.04,0.0,,,2021b
rebel,1.0,0.0,0.0,0.0,1.0,0.0,-0.35,0.0,,,2021b
rebellious,1.0,0.0,0.25,0.0,1.0,0.0,-0.27,0.0,,,2021b
reckless,0.0,0.0,0.75,0.125,1.0,0.0,,,,,2021b
redneck,0.0,0.0,0.75,0.0,,,-0.28,0.0,,,2021b
regular,0.0,0.0,0.0,0.0,,,0.0,0.963,,,2021b
relatable,0.0,0.0,0.0,0.0,,,0.0,0.293,,,2021b
relaxed,0.0,1.0,0.125,0.0,,,,,7.0,7.32,2021b
reliable,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.164,,,2021b
republican,0.0,0.0,0.0,0.0,,,,,,,2021b
researcher,0.0,0.0,0.0,1.0,,,-0.83,0.0,,,2021b
reseller,0.0,0.0,0.0,0.0,,,,,,,2021b
resilient,0.0,0.0,0.0,0.25,,,0.0,0.889,,,2021b
resourceful,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.861,,,2021b
respected,0.0,1.0,0.0,0.5,,,0.0,0.191,,,2021b
responsible,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.167,,,2021b
retiree,0.0,0.0,0.0,0.125,,,,,,,2021b
rich,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.972,,,2021b
risktaker,1.0,0.0,0.0,0.0,,,,,,,2021b
risky,1.0,0.0,0.125,0.25,1.0,0.0,,,,,2021b
rockstar,0.0,0.0,0.0,0.0,,,,,,,2021b
rough,0.0,0.0,0.0,0.0,1.0,0.0,-0.2,0.0,4.74,,2021b
rugged,0.0,0.0,0.0,0.125,,,,,,,2021b
runner,0.0,0.0,0.25,0.0,,,-0.16,0.0,5.67,,2021b
sad,1.0,0.0,0.75,0.125,1.0,0.0,-0.91,0.0,1.61,2.0,2021b
safe,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.134,7.07,,2021b
sale,0.0,0.0,0.0,0.0,,,-0.87,0.0,,,2021b
salesman,0.0,0.0,0.0,0.0,,,,,,,2021b
salesperson,0.0,0.0,0.0,0.0,,,,,,,2021b
sassy,0.0,0.0,0.125,0.0,,,,,,,2021b
satisfied,0.0,1.0,0.0,0.5,,,,,7.94,6.76,2021b
saver,0.0,0.0,0.25,0.0,,,,,,,2021b
saving,0.0,0.0,0.0,0.0,,,0.0,0.172,,,2021b
savvy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,,,2021b
scammer,0.0,0.0,0.0,0.0,,,0.0,0.083,,,2021b
scientist,0.0,0.0,0.0,0.0,,,,,,,2021b
searcher,0.0,0.0,0.0,0.0,,,0.0,0.811,,,2021b
searching,0.0,0.0,0.0,0.0,,,,,,,2021b
secretary,0.0,0.0,0.0,0.0,,,,,,,2021b
secure,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.17,7.57,,2021b
seeker,0.0,0.0,0.0,0.0,,,,,,,2021b
seeking,0.0,0.0,0.0,0.0,,,,,,,2021b
selective,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.803,,,2021b
self,0.0,0.0,0.0,0.0,,,0.0,0.401,,,2021b
self_confident,0.0,0.0,0.0,0.0,,,0.0,0.74,,,2021b
selfish,1.0,0.0,0.0,0.25,1.0,0.0,-0.64,0.0,2.42,,2021b
seller,0.0,0.0,0.0,0.0,,,,,,,2021b
senior,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
sensible,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.164,,6.43,2021b
sensitive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.335,,5.04,2021b
sentimental,0.0,1.0,0.125,0.625,,,0.0,0.9,,,2021b
serious,1.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,5.08,4.36,2021b
sexy,0.0,1.0,0.0,0.625,,,0.0,0.144,8.02,7.39,2021b
shallow,0.0,0.0,0.0,0.0,1.0,0.0,-0.7,0.0,,,2021b
shape,0.0,0.0,0.0,0.0,,,0.0,0.327,,,2021b
sharp,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
sheep,0.0,0.0,0.0,0.0,,,,,,,2021b
shopaholic,0.0,0.0,0.25,0.0,,,,,,,2021b
shopper,0.0,0.0,0.0,0.0,,,0.0,0.087,,,2021b
short,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2021b
shrewd,0.0,0.0,0.0,0.5,0.0,1.0,,,,,2021b
shy,1.0,0.0,0.0,0.0,,,-0.76,0.0,4.64,,2021b
silly,0.0,1.0,0.125,0.0,1.0,0.0,-0.81,0.0,7.41,,2021b
simple,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2021b
simpleton,0.0,0.0,0.0,0.25,,,-0.85,0.0,,,2021b
simplistic,0.0,0.0,0.0,0.0,1.0,0.0,-0.84,0.0,,,2021b
sincere,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.945,,7.55,2021b
singer,0.0,0.0,0.0,0.0,,,0.0,0.004,,,2021b
single,0.0,0.0,0.0,0.0,,,,,,,2021b
sister,0.0,0.0,0.0,0.0,,,0.0,0.813,,,2021b
skateboarder,0.0,0.0,0.0,0.0,,,,,,,2021b
slender,0.0,0.0,0.0,0.5,,,-0.78,0.0,,,2021b
slick,0.0,0.0,0.0,0.25,,,0.0,0.9,,,2021b
slow,0.0,0.0,0.0,0.0,,,-0.64,0.0,3.93,2.84,2021b
smart,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.921,,,2021b
smooth,0.0,0.0,0.0,0.0,,,0.0,0.812,6.58,6.56,2021b
snob,1.0,0.0,0.125,0.0,,,-0.28,0.0,3.36,,2021b
snowboarder,0.0,0.0,0.0,0.0,,,,,,,2021b
sociable,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,,,2021b
social,0.0,0.0,0.0,0.0,,,0.0,0.887,6.88,,2021b
socialite,0.0,0.0,0.0,0.0,,,0.0,0.103,,,2021b
socially,0.0,0.0,0.0,0.0,,,0.0,0.887,,,2021b
soda,0.0,0.0,0.0,0.0,,,,,,,2021b
solid,0.0,0.0,0.0,0.0,,,0.0,0.216,,,2021b
son,0.0,0.0,0.0,0.0,,,,,,,2021b
sophisticated,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.9,,7.48,2021b
southerner,0.0,0.0,0.0,0.0,,,-0.14,0.0,,,2021b
special,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.843,,7.32,2021b
specialist,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021b
specific,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021b
spender,0.0,0.0,0.0,0.0,,,0.0,0.379,,,2021b
spendthrift,0.0,0.0,0.0,0.0,,,0.0,0.382,,,2021b
spendy,0.0,0.0,0.0,0.0,,,,,,,2021b
spirited,0.0,0.0,0.0,0.375,,,0.0,0.828,,,2021b
spontaneous,0.0,0.0,0.0,0.25,,,0.0,0.921,,6.1,2021b
sport,0.0,0.0,0.25,0.25,,,0.0,0.022,,,2021b
sporty,0.0,0.0,0.0,0.375,,,0.0,0.79,,5.97,2021b
spunky,0.0,0.0,0.125,0.75,,,-0.8,0.0,,6.07,2021b
stable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016,,,2021b
standard,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2021b
star,0.0,0.0,0.0,0.0,,,0.0,0.821,7.27,,2021b
status,0.0,0.0,0.0,0.0,,,-0.2,0.0,,,2021b
straightforward,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.846,,6.36,2021b
strange,1.0,0.0,0.125,0.375,,,0.0,0.9,,,2021b
strong,0.0,1.0,0.0,0.5,,,0.0,0.069,7.11,,2021b
stubborn,1.0,0.0,0.625,0.0,1.0,0.0,-0.9,0.0,,,2021b
stuck,0.0,0.0,0.0,0.0,,,-0.19,0.0,,,2021b
stud,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
student,0.0,0.0,0.0,0.0,,,0.0,0.854,,,2021b
studious,0.0,0.0,0.125,0.25,0.0,1.0,,,,,2021b
stupid,1.0,0.0,0.125,0.0,1.0,0.0,-0.81,0.0,2.31,1.04,2021b
style,0.0,0.0,0.0,0.0,,,,,,,2021b
stylish,0.0,0.0,0.125,0.5,0.0,1.0,0.0,0.067,,6.24,2021b
suburban,0.0,0.0,0.0,0.0,,,,,,,2021b
suburbanite,0.0,0.0,0.0,0.0,,,,,,,2021b
succesful,0.0,0.0,0.0,0.0,,,,,,,2021b
success,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.83,8.29,7.6,2021b
successful,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.406,,,2021b
sucker,1.0,0.0,0.125,0.125,1.0,0.0,-0.97,0.0,,,2021b
sugar,0.0,0.0,0.0,0.0,,,0.0,0.834,6.74,,2021b
summer,0.0,0.0,0.0,0.0,,,,,,,2021b
supporter,0.0,1.0,0.0,0.0,,,0.0,0.299,,,2021b
supportive,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.346,,7.16,2021b
surfer,0.0,0.0,0.0,0.0,,,,,,,2021b
sustainable,0.0,0.0,0.0,0.625,,,0.0,0.819,,7.33,2021b
sweet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.117,,7.52,2021b
sweet_tooth,0.0,0.0,0.0,0.25,,,-0.29,0.0,,,2021b
swimmer,0.0,0.0,0.0,0.0,,,0.0,0.931,6.54,,2021b
tacky,0.0,0.0,0.5,0.0,,,-0.87,0.0,,1.8,2021b
talented,0.0,1.0,0.0,0.5,0.0,1.0,,,,8.12,2021b
talkative,0.0,0.0,0.375,0.25,,,0.0,0.13,,4.68,2021b
talker,0.0,0.0,0.0,0.0,,,,,,,2021b
tall,0.0,0.0,0.0,0.0,,,0.0,0.838,,,2021b
taste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.366,6.66,,2021b
tasteful,0.0,0.0,0.0,0.625,,,0.0,0.169,,6.84,2021b
tasteless,0.0,0.0,0.25,0.125,,,-0.17,0.0,,1.4,2021b
teacher,0.0,0.0,0.0,0.0,,,,,5.68,,2021b
team,0.0,0.0,0.0,0.0,,,,,,,2021b
teammate,0.0,0.0,0.0,0.0,,,0.0,0.041,,,2021b
tech,0.0,0.0,0.0,0.0,,,,,,,2021b
tech_savvy,0.0,0.0,0.0,0.0,,,,,,,2021b
techie,0.0,0.0,0.0,0.375,,,-0.96,0.0,,,2021b
technical,0.0,0.0,0.0,0.0,,,0.0,0.752,,,2021b
technological,0.0,0.0,0.0,0.0,,,0.0,0.752,,,2021b
technologically,0.0,0.0,0.0,0.0,,,,,,,2021b
technology,0.0,0.0,0.0,0.0,,,0.0,0.94,,,2021b
techy,0.0,0.0,0.25,0.0,,,0.0,0.9,,5.69,2021b
teen,0.0,0.0,0.0,0.0,,,,,,,2021b
teenager,0.0,0.0,0.0,0.0,,,,,,,2021b
thin,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
thinker,0.0,0.0,0.0,0.5,,,0.0,0.83,,,2021b
thirsty,0.0,0.0,0.0,0.25,1.0,0.0,-0.79,0.0,,,2021b
thorough,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.775,,,2021b
thoughtful,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.19,7.65,7.25,2021b
thrifter,0.0,0.0,0.0,0.0,,,,,,,2021b
thrifty,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.177,,,2021b
thrill_seeker,0.0,1.0,0.0,0.0,,,0.0,0.909,,,2021b
thug,0.0,0.0,0.25,0.0,,,-0.05,0.0,,1.39,2021b
time,0.0,0.0,0.0,0.0,,,,,5.31,,2021b
timely,0.0,0.0,0.0,0.0,,,0.0,0.17,,6.2,2021b
